意图,问题,回应
入住问题,我的住宿问题,"给房东留言

发送退款请求或通过屏幕右下角刚刚弹出的表格发送。
以下是准备方法：
收集证据：如果可能，拍摄照片或视频以记录诸如设施丢失或损坏等问题。
提交您的请求：您将描述问题，提供照片或视频（如果可以），并让房东知道您希望如何解决问题。
等待回复：如果您的房东拒绝或没有回复，您可以要求 爱彼迎 介入以提供帮助。爱彼迎将参考重新预订和退款政策来确定我们可以提供哪些帮助。

涉及爱彼迎
虽然我们总是希望主人和客人尽可能直接解决问题，但我们知道这并不总是可能的。如果出现您无法与房东解决的问题（或房东拒绝或未回复您的退款请求），请告知我们，我们团队的人员将介入以提供帮助。

如果我们发现问题受 AirCover 保护，我们将为您提供全额或部分退款，或者根据具体情况为您寻找类似或更好的住宿地点。

请记住，自发现问题之日起，您有 72 小时的时间向我们报告任何问题。"
预订详情打印,如何打印我的预订详情？,前往旅行并选择您要打印详细信息的旅行 单击显示详细信息 在预订详细信息下，单击打印详细信息
预订详情打印,如何打印预订详情？,前往旅行并选择您要打印详细信息的旅行 单击显示详细信息 在预订详细信息下，单击打印详细信息
预订详情打印,我可以打印预订详情吗？,前往旅行并选择您要打印详细信息的旅行 单击显示详细信息 在预订详细信息下，单击打印详细信息
预订详情打印,我可以打印我的预订详情吗？,前往旅行并选择您要打印详细信息的旅行 单击显示详细信息 在预订详细信息下，单击打印详细信息
预订详情打印,在哪里可以打印我的预订详情？,前往旅行并选择您要打印详细信息的旅行 单击显示详细信息 在预订详细信息下，单击打印详细信息
预订详情打印,我想打印我的预订详情,前往旅行并选择您要打印详细信息的旅行 单击显示详细信息 在预订详细信息下，单击打印详细信息
冒险级别,爱彼迎 Adventures 的强度级别是多少？,这些定义是与探险旅行贸易协会 (ATTA) 合作创建的： 轻：客人应该能够长时间坐着、站着或走路。活动可能包括轻松的徒步旅行、徒步旅行、野生动物之旅以及烹饪或艺术课程。任何更费力的活动都是可选的。中度：客人应该能够舒适地参加多个小时的体育活动（3 小时以上）。活动可能包括长途徒步旅行、骑自行车、皮划艇、浮潜以及骑马或骑骆驼。剧烈运动：客人应该能够舒适地参加可能会持续一整天（6 小时以上）的高强度体力活动，并且建议有过去参加过所包含活动的体验。全天活动可能包括长途徒步旅行、骑自行车和皮划艇等活动。冒险还可能包括更高的海拔、陡峭的上升/下降、强大的水流以及更崎岖的地形或水域。极限：这些冒险对体力要求最高，因此强烈建议您有体验或相关培训。活动极具挑战性，可能会持续一整天（8 小时以上）。全天活动可能包括剧烈的徒步旅行、在不平坦的地形上骑自行车和激烈的攀岩。冒险还可能包括更高的海拔、陡峭的上升/下降、强大的水流以及更崎岖的地形或水域。
冒险级别,爱彼迎 Adventures 的每个强度级别意味着什么？,这些定义是与探险旅行贸易协会 (ATTA) 合作创建的： 轻：客人应该能够长时间坐着、站着或走路。活动可能包括轻松的徒步旅行、徒步旅行、野生动物之旅以及烹饪或艺术课程。任何更费力的活动都是可选的。中度：客人应该能够舒适地参加多个小时的体育活动（3 小时以上）。活动可能包括长途徒步旅行、骑自行车、皮划艇、浮潜以及骑马或骑骆驼。剧烈运动：客人应该能够舒适地参加可能会持续一整天（6 小时以上）的高强度体力活动，并且建议有过去参加过所包含活动的体验。全天活动可能包括长途徒步旅行、骑自行车和皮划艇等活动。冒险还可能包括更高的海拔、陡峭的上升/下降、强大的水流以及更崎岖的地形或水域。极限：这些冒险对体力要求最高，因此强烈建议您有体验或相关培训。活动极具挑战性，可能会持续一整天（8 小时以上）。全天活动可能包括剧烈的徒步旅行、在不平坦的地形上骑自行车和激烈的攀岩。冒险还可能包括更高的海拔、陡峭的上升/下降、强大的水流以及更崎岖的地形或水域。
冒险级别,我想详细了解 爱彼迎 Adventures 的强度级别,这些定义是与探险旅行贸易协会 (ATTA) 合作创建的： 轻：客人应该能够长时间坐着、站着或走路。活动可能包括轻松的徒步旅行、徒步旅行、野生动物之旅以及烹饪或艺术课程。任何更费力的活动都是可选的。中度：客人应该能够舒适地参加多个小时的体育活动（3 小时以上）。活动可能包括长途徒步旅行、骑自行车、皮划艇、浮潜以及骑马或骑骆驼。剧烈运动：客人应该能够舒适地参加可能会持续一整天（6 小时以上）的高强度体力活动，并且建议有过去参加过所包含活动的体验。全天活动可能包括长途徒步旅行、骑自行车和皮划艇等活动。冒险还可能包括更高的海拔、陡峭的上升/下降、强大的水流以及更崎岖的地形或水域。极限：这些冒险对体力要求最高，因此强烈建议您有体验或相关培训。活动极具挑战性，可能会持续一整天（8 小时以上）。全天活动可能包括剧烈的徒步旅行、在不平坦的地形上骑自行车和激烈的攀岩。冒险还可能包括更高的海拔、陡峭的上升/下降、强大的水流以及更崎岖的地形或水域。
冒险级别,爱彼迎 Adventures 中这些强度级别的定义是什么？,这些定义是与探险旅行贸易协会 (ATTA) 合作创建的： 轻：客人应该能够长时间坐着、站着或走路。活动可能包括轻松的徒步旅行、徒步旅行、野生动物之旅以及烹饪或艺术课程。任何更费力的活动都是可选的。中度：客人应该能够舒适地参加多个小时的体育活动（3 小时以上）。活动可能包括长途徒步旅行、骑自行车、皮划艇、浮潜以及骑马或骑骆驼。剧烈运动：客人应该能够舒适地参加可能会持续一整天（6 小时以上）的高强度体力活动，并且建议有过去参加过所包含活动的体验。全天活动可能包括长途徒步旅行、骑自行车和皮划艇等活动。冒险还可能包括更高的海拔、陡峭的上升/下降、强大的水流以及更崎岖的地形或水域。极限：这些冒险对体力要求最高，因此强烈建议您有体验或相关培训。活动极具挑战性，可能会持续一整天（8 小时以上）。全天活动可能包括剧烈的徒步旅行、在不平坦的地形上骑自行车和激烈的攀岩。冒险还可能包括更高的海拔、陡峭的上升/下降、强大的水流以及更崎岖的地形或水域。
冒险级别,爱彼迎冒险的强度级别,这些定义是与探险旅行贸易协会 (ATTA) 合作创建的： 轻：客人应该能够长时间坐着、站着或走路。活动可能包括轻松的徒步旅行、徒步旅行、野生动物之旅以及烹饪或艺术课程。任何更费力的活动都是可选的。中度：客人应该能够舒适地参加多个小时的体育活动（3 小时以上）。活动可能包括长途徒步旅行、骑自行车、皮划艇、浮潜以及骑马或骑骆驼。剧烈运动：客人应该能够舒适地参加可能会持续一整天（6 小时以上）的高强度体力活动，并且建议有过去参加过所包含活动的体验。全天活动可能包括长途徒步旅行、骑自行车和皮划艇等活动。冒险还可能包括更高的海拔、陡峭的上升/下降、强大的水流以及更崎岖的地形或水域。极限：这些冒险对体力要求最高，因此强烈建议您有体验或相关培训。活动极具挑战性，可能会持续一整天（8 小时以上）。全天活动可能包括剧烈的徒步旅行、在不平坦的地形上骑自行车和激烈的攀岩。冒险还可能包括更高的海拔、陡峭的上升/下降、强大的水流以及更崎岖的地形或水域。
